regime,n,candidate,metric,mean,sd,ci_low,ci_high,n_seeds,family,pct_of_oracle_incremental,fit_seconds,predict_seconds,share_treated
capacity_value_heterogeneity,5000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,26.70774104993139,15.873867378357673,14.897560508819947,38.519792080215126,5,,26.70774104993139,0.02436149120003388,0.0008188210002117001,0.2422281100278668
capacity_value_heterogeneity,5000.0,random,pct_of_oracle_incremental,25.532330641970432,22.782780564537607,5.2312855206305695,38.52951294444941,5,,25.532330641970432,0.01875629780006416,0.00061940299983684,0.24364315080814172
capacity_value_heterogeneity,10000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.6325999240507373e-06,0.00033210460005646004,0.3221021366274698
capacity_value_heterogeneity,10000.0,dr_learner,pct_of_oracle_incremental,50.2629772992574,5.271929088812607,45.97486917443175,53.79959149564447,5,,50.2629772992574,3.325618136400044,0.11096495479996515,0.2757273347677057
capacity_value_heterogeneity,10000.0,propensity_ev_gbm,pct_of_oracle_incremental,46.22460149770673,9.90153884543915,39.01412124054856,54.33705046681642,5,,46.22460149770673,1.0584286311999676,0.10257896479979531,0.22188678242733134
capacity_value_heterogeneity,10000.0,t_learner,pct_of_oracle_incremental,44.30664940212678,17.59059482901072,30.293762556339665,58.31953624791389,5,,44.30664940212678,1.5354383386000336,0.12332762979985996,0.250183368991702
capacity_value_heterogeneity,10000.0,random,pct_of_oracle_incremental,29.10554199086543,6.341688205010447,23.565045995560176,33.11979962217238,5,,29.10554199086543,0.025043117399945858,0.0007205701997008401,0.24675062885438237
capacity_value_heterogeneity,10000.0,lead_score_gbm,pct_of_oracle_incremental,25.613173867881223,11.22479914341615,17.68109066558761,34.86235314188873,5,,25.613173867881223,1.1107073286000742,0.08080721099995569,0.16594547343277577
capacity_value_heterogeneity,10000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,25.420920638428942,7.108956389806459,20.33297159166408,31.414356425102604,5,,25.420920638428942,0.030593439199947135,0.00092452380013122,0.24467063612165788
capacity_value_heterogeneity,25000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.8596001609694213e-06,0.00055255140014192,0.3166771381038953
capacity_value_heterogeneity,25000.0,t_learner,pct_of_oracle_incremental,53.67910758121053,12.137983173660489,44.10633355255662,63.25188160986444,5,,53.67910758121053,2.2675732605999657,0.26995589479975024,0.2531036175128036
capacity_value_heterogeneity,25000.0,dr_learner,pct_of_oracle_incremental,52.08551247350979,6.13909414058557,47.2357417469246,56.93528320009496,5,,52.08551247350979,4.838676927800225,0.20010666120015225,0.3059792202272837
capacity_value_heterogeneity,25000.0,propensity_ev_gbm,pct_of_oracle_incremental,44.7333138870445,13.596369505100965,34.57063911886689,56.58964146139965,5,,44.7333138870445,1.5626943884002684,0.21386421579991294,0.21929130433170535
capacity_value_heterogeneity,25000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,37.459706016928735,9.976940124025349,29.481685273373028,44.97941158311447,5,,37.459706016928735,0.04771254380011664,0.00118287479999702,0.25018998416986954
capacity_value_heterogeneity,25000.0,lead_score_gbm,pct_of_oracle_incremental,27.01776774318145,12.247342306175648,17.079079640292246,36.29115050428554,5,,27.01776774318145,1.5466069251999215,0.17801341360009243,0.15656357345053673
capacity_value_heterogeneity,25000.0,random,pct_of_oracle_incremental,21.059133295958436,3.549980766811602,18.354049921368706,23.76235862981825,5,,21.059133295958436,0.03675993979995834,0.00087778280030758,0.24941574932767413
capacity_value_heterogeneity,50000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.993200021388475e-06,0.00067002720006708,0.32705931830399526
capacity_value_heterogeneity,50000.0,dr_learner,pct_of_oracle_incremental,62.43525521563065,9.107440201390304,55.05600959185076,69.28867440440277,5,,62.43525521563065,7.10280647640011,0.3080318904001615,0.3060233665771246
capacity_value_heterogeneity,50000.0,t_learner,pct_of_oracle_incremental,60.790471155025294,3.7879250103584936,57.483142698091704,63.22917138810916,5,,60.790471155025294,2.968801266199989,0.41988981920003426,0.2686489532779014
capacity_value_heterogeneity,50000.0,propensity_ev_gbm,pct_of_oracle_incremental,42.07896529351386,7.0576552441476705,36.59316888970117,47.17350720503691,5,,42.07896529351386,1.9895480510000199,0.32976960760006474,0.22343335973546408
capacity_value_heterogeneity,50000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,29.43054899194005,6.832995758853609,23.373280218596996,33.83663186730164,5,,29.43054899194005,0.07481915320022377,0.00151110620008688,0.24500918427217006
capacity_value_heterogeneity,50000.0,random,pct_of_oracle_incremental,22.1645866590759,1.6264524386503467,20.69321810909839,23.227467043429908,5,,22.1645866590759,0.06177907919991406,0.00116606360006694,0.2478286800502681
capacity_value_heterogeneity,50000.0,lead_score_gbm,pct_of_oracle_incremental,20.309175238259623,11.312134109451714,11.878165134221689,29.202900389761474,5,,20.309175238259623,1.9683478671997363,0.26753939380014347,0.1553132332453697
capacity_value_heterogeneity,100000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,2.9202001314843073e-06,0.00092671540005536,0.322143847222094
capacity_value_heterogeneity,100000.0,dr_learner,pct_of_oracle_incremental,70.07432006219844,5.351716052273329,66.19761898888186,74.22333415884013,5,,70.07432006219844,11.706188377200125,0.5596193634000883,0.30523363854158764
capacity_value_heterogeneity,100000.0,t_learner,pct_of_oracle_incremental,69.17596346079476,6.64915797868,63.002521139426406,72.90053851313108,5,,69.17596346079476,4.68720128019977,0.8075507211999138,0.2738052005555165
capacity_value_heterogeneity,100000.0,propensity_ev_gbm,pct_of_oracle_incremental,49.791967667656884,9.955022565880821,41.90576262861745,57.01783645382581,5,,49.791967667656884,3.2061923932000354,0.6289001389999612,0.22696994131091733
capacity_value_heterogeneity,100000.0,lead_score_gbm,pct_of_oracle_incremental,28.118515981775364,14.386738125227927,18.928283381433427,40.082702697156684,5,,28.118515981775364,3.1108559561998845,0.4997700223999345,0.16306933041423413
capacity_value_heterogeneity,100000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,27.550529807008974,3.778573111997479,24.791827087845547,30.68371336530249,5,,27.550529807008974,0.1302190008000252,0.00207521199972682,0.24812664005095994
capacity_value_heterogeneity,100000.0,random,pct_of_oracle_incremental,20.776722406944256,5.682312733776148,15.902407497792321,24.7449133219472,5,,20.776722406944256,0.09757407459965176,0.00182807239998506,0.2467840870734383
propensity_not_uplift,2000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,9.833998774411158e-07,0.00032280779996650004,0.2991330108271614
propensity_not_uplift,2000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,43.48862202660544,21.71710505814053,25.813648372085936,58.95520849874124,5,,43.48862202660544,0.022533955999824662,0.00090749600021804,0.24587713683319898
propensity_not_uplift,2000.0,propensity_ev_gbm,pct_of_oracle_incremental,33.88034891709839,36.663842888932344,11.928369047758261,67.2829142738369,5,,33.88034891709839,0.43743659100018706,0.021255799400023482,0.25087662694930424
propensity_not_uplift,2000.0,t_learner,pct_of_oracle_incremental,32.598670393555736,16.43010585536713,18.618748452296735,44.389886702815986,5,,32.598670393555736,0.6130246102000456,0.028072211600010576,0.24680820983365348
propensity_not_uplift,2000.0,lead_score_gbm,pct_of_oracle_incremental,30.46221172062178,22.267427862930532,15.111144389790065,50.373237881425304,5,,30.46221172062178,0.4503338390000863,0.01766008599988704,0.24437290695979344
propensity_not_uplift,2000.0,dr_learner,pct_of_oracle_incremental,27.93498762450766,15.060110055637626,16.831408110073003,39.93982605048693,5,,27.93498762450766,1.4742346283999723,0.028239917000064396,0.25123587351861154
propensity_not_uplift,2000.0,random,pct_of_oracle_incremental,16.024117195195537,17.706485125915457,2.9328491036237785,30.094014382204723,5,,16.024117195195537,0.01656411280000606,0.00062720259993506,0.2422351917562846
propensity_not_uplift,5000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,8.252000043285079e-07,0.00031475780015166,0.30114275418864056
propensity_not_uplift,5000.0,propensity_ev_gbm,pct_of_oracle_incremental,45.31564685158776,13.582552536906965,34.68226541544388,55.94902828773163,5,,45.31564685158776,0.8147391184002117,0.05496422260002868,0.24952772834646111
propensity_not_uplift,5000.0,lead_score_gbm,pct_of_oracle_incremental,39.10322381245065,8.055931950251756,32.70652750541495,45.499920119486355,5,,39.10322381245065,0.8201643607999358,0.045140702999924495,0.2508136017565858
propensity_not_uplift,5000.0,t_learner,pct_of_oracle_incremental,38.472471255907195,15.918926609799591,26.61893765426397,51.37794545131546,5,,38.472471255907195,1.1090604999999414,0.0664521102000435,0.25000408241808564
propensity_not_uplift,5000.0,dr_learner,pct_of_oracle_incremental,36.140894409579516,13.982912413014912,25.920092940055277,48.071478136024794,5,,36.140894409579516,2.451382566200118,0.06465133880010393,0.2530915370152612
propensity_not_uplift,5000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,33.23806213551446,10.493119676579013,25.45434527863801,41.61630000729566,5,,33.23806213551446,0.02525612919980626,0.00089149680024998,0.24046388770634675
propensity_not_uplift,5000.0,random,pct_of_oracle_incremental,16.763548494866342,34.49868721616573,-14.69335182536923,36.616342757197735,5,,16.763548494866342,0.0194834399997489,0.00065720640013748,0.2472334053345496
propensity_not_uplift,10000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.5453999367309734e-06,0.00038052059990146,0.306962928046152
propensity_not_uplift,10000.0,dr_learner,pct_of_oracle_incremental,37.68819387593925,14.064038790647377,25.694507361204113,47.68328485279761,5,,37.68819387593925,3.3196442107999244,0.11179534839993718,0.2526428394036623
propensity_not_uplift,10000.0,t_learner,pct_of_oracle_incremental,36.80292558820901,15.008497634930025,23.9079348457239,47.779408989777195,5,,36.80292558820901,1.5406159624000793,0.11950371179991628,0.2460172658806572
propensity_not_uplift,10000.0,propensity_ev_gbm,pct_of_oracle_incremental,35.045574160698784,13.352871118973534,24.190859217418087,45.15885032894658,5,,35.045574160698784,1.07978940360008,0.096839032599928,0.2490873056270657
propensity_not_uplift,10000.0,random,pct_of_oracle_incremental,35.00707892818107,14.954062851692475,21.467248063561037,42.84600617827016,5,,35.00707892818107,0.022617765599716184,0.0006603620004170202,0.24570659892135996
propensity_not_uplift,10000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,34.14879277452654,9.382599381350833,27.582254356403475,41.94145008099702,5,,34.14879277452654,0.030287591200067198,0.0008736296000279,0.24819930703752316
propensity_not_uplift,10000.0,lead_score_gbm,pct_of_oracle_incremental,30.758723335407957,7.516783241541924,24.270616616147645,36.14567989949271,5,,30.758723335407957,1.0621391112003038,0.07974770520013404,0.24424077422653218
propensity_not_uplift,25000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.6999998479150236e-06,0.00049488599997852,0.3066093205629117
propensity_not_uplift,25000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,52.073797188499086,5.890431868322257,47.51166597980322,56.63592839719496,5,,52.073797188499086,0.048988012799963995,0.0012710882001555801,0.24879179154689313
propensity_not_uplift,25000.0,t_learner,pct_of_oracle_incremental,46.86110716094639,5.809757746306461,42.62791629976944,51.657613491899994,5,,46.86110716094639,2.2453447500001857,0.2539883600002213,0.24976723510152868
propensity_not_uplift,25000.0,dr_learner,pct_of_oracle_incremental,39.9854140251976,8.81457683248031,32.956032802959875,46.40852369136347,5,,39.9854140251976,4.724248972199712,0.18002213660020058,0.2503431306353811
propensity_not_uplift,25000.0,propensity_ev_gbm,pct_of_oracle_incremental,39.0627569298713,5.134965167379978,35.81678373794333,43.70143241478735,5,,39.0627569298713,1.5541435136001382,0.2087275397998382,0.24945143310867599
propensity_not_uplift,25000.0,lead_score_gbm,pct_of_oracle_incremental,34.569180704233986,5.164205969445518,30.68671833988568,38.27550447243061,5,,34.569180704233986,1.4805529734003358,0.17629522139995965,0.24863284805605318
propensity_not_uplift,25000.0,random,pct_of_oracle_incremental,25.75816802712677,4.7301437337484336,21.475085836097367,28.69839121019164,5,,25.75816802712677,0.03638588319990954,0.00085808599997106,0.25048090111386057
propensity_not_uplift,50000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.9830000383080915e-06,0.00066101019983756,0.3048931390768824
propensity_not_uplift,50000.0,t_learner,pct_of_oracle_incremental,43.674446449033894,11.171957194687497,33.969107821765306,50.965371349557735,5,,43.674446449033894,2.764951335600017,0.37152150299989445,0.24671902644988603
propensity_not_uplift,50000.0,dr_learner,pct_of_oracle_incremental,43.112507507597115,8.855434147546797,35.79967289594673,49.95460974669108,5,,43.112507507597115,6.726306287999978,0.23470459960026346,0.24686785730705813
propensity_not_uplift,50000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,41.150979040047595,9.933854236042997,33.20938287755923,49.092575202535954,5,,41.150979040047595,0.08028620499990209,0.0014438234000407999,0.25009269712795457
propensity_not_uplift,50000.0,propensity_ev_gbm,pct_of_oracle_incremental,37.62181090345374,15.68764042028269,23.622289034615342,47.332401752586875,5,,37.62181090345374,1.733318230599798,0.28256224339984326,0.2478286583057075
propensity_not_uplift,50000.0,lead_score_gbm,pct_of_oracle_incremental,26.25536227745248,14.187208186861676,13.940524769279222,35.977391796076496,5,,26.25536227745248,1.6788979239998298,0.207892109399836,0.24720952251624406
propensity_not_uplift,50000.0,random,pct_of_oracle_incremental,26.014333903228568,6.141602072023124,20.696594561429897,30.299845866849672,5,,26.014333903228568,0.05701546339987538,0.0011400970000977,0.24838225804292832
propensity_not_uplift,100000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.8796001313603483e-06,0.001024199999847,0.3020076716948069
propensity_not_uplift,100000.0,t_learner,pct_of_oracle_incremental,54.185534949395375,2.9704974337421266,51.659718645378874,56.078350679138225,5,,54.185534949395375,4.3512369020003465,0.6966767168001752,0.24886379846435056
propensity_not_uplift,100000.0,dr_learner,pct_of_oracle_incremental,49.513270230171464,6.863585040492679,44.07927637621576,54.588980449614986,5,,49.513270230171464,11.099989238200214,0.4216928924000968,0.24879042419444808
propensity_not_uplift,100000.0,propensity_ev_gbm,pct_of_oracle_incremental,41.54938735881243,7.3498280386948425,35.485105392706984,47.06899909116138,5,,41.54938735881243,2.874679101199945,0.529949611200027,0.2489792480778453
propensity_not_uplift,100000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,35.69892997433904,7.705668528956023,30.057224360793633,41.710210183988984,5,,35.69892997433904,0.13566509019965448,0.0021011174001614005,0.24945929322058918
propensity_not_uplift,100000.0,lead_score_gbm,pct_of_oracle_incremental,30.80982603411412,9.69006677451967,23.011484895458437,37.646839310797475,5,,30.80982603411412,2.7003827360000288,0.36789892920023703,0.24888198147951246
propensity_not_uplift,100000.0,random,pct_of_oracle_incremental,24.931797924194672,4.983221832004602,20.434653421644214,27.47857410812885,5,,24.931797924194672,0.09827308019957848,0.0017112617999373199,0.24843330658520268
sparse,2000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,2.1334000848582947e-06,0.00035017699992744,0.29909714438474044
sparse,2000.0,propensity_ev_gbm,pct_of_oracle_incremental,48.38912442674053,11.950868837562528,39.84810399666019,57.37739975334225,5,,48.38912442674053,0.4138151592002032,0.020768738799779318,0.24348481149399465
sparse,2000.0,lead_score_gbm,pct_of_oracle_incremental,48.213821681116755,10.14516580840064,40.34612544764247,56.08151791459105,5,,48.213821681116755,0.41507552660023067,0.01764692620017734,0.24391469277449168
sparse,2000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,44.26169022451036,8.78376646731041,37.419869029719294,50.897229020721056,5,,44.26169022451036,0.021871968200139202,0.0008219851999456001,0.25122330154405714
sparse,2000.0,t_learner,pct_of_oracle_incremental,29.34163991677577,17.97348549505527,17.482326036616747,45.00739772776368,5,,29.34163991677577,0.5193934701997932,0.02737576940016876,0.24232516850562824
sparse,2000.0,random,pct_of_oracle_incremental,29.234778883346742,12.554295805272229,18.320477556533056,37.90602982160509,5,,29.234778883346742,0.01584837360005616,0.00059889459971596,0.24155383817221626
sparse,2000.0,dr_learner,pct_of_oracle_incremental,25.873016841080698,14.942919603108525,13.607014214455779,37.13133998470067,5,,25.873016841080698,1.3311245096001585,0.02923101439973828,0.2516405595420881
sparse,5000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.6190000678761861e-06,0.00033100479995476,0.3003115577581712
sparse,5000.0,propensity_ev_gbm,pct_of_oracle_incremental,54.95594723514396,3.765205575326536,51.639942238603545,57.50743141738293,5,,54.95594723514396,0.724110718799966,0.04941596699991346,0.24515627950726815
sparse,5000.0,lead_score_gbm,pct_of_oracle_incremental,49.96393774345097,7.717270336079855,44.036362649214404,55.89151283768753,5,,49.96393774345097,0.7289442737997888,0.04142311560008234,0.24386454603259958
sparse,5000.0,t_learner,pct_of_oracle_incremental,49.291904184538,9.928462792602476,41.256882287502215,56.65992133845744,5,,49.291904184538,0.9724264509999557,0.06438744640017824,0.24431849305882788
sparse,5000.0,dr_learner,pct_of_oracle_incremental,44.66192562006394,11.696547514336384,34.46057926121929,52.031451734461385,5,,44.66192562006394,2.3005737697998483,0.057945194000058084,0.24854921666243546
sparse,5000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,40.086336717587635,12.100049338616085,31.033954043065638,49.43117702234701,5,,40.086336717587635,0.02522795900003978,0.0008373931997993401,0.2507789545095954
sparse,5000.0,random,pct_of_oracle_incremental,36.63118726789693,10.7486802354473,28.355151955210545,45.24870307517687,5,,36.63118726789693,0.0200186107998888,0.00062431000005742,0.24324420211236686
sparse,10000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,2.1030002244515346e-06,0.00042050259999082,0.30213079581104296
sparse,10000.0,propensity_ev_gbm,pct_of_oracle_incremental,57.62584829916053,12.647243101518212,48.02110929206144,66.70279039333977,5,,57.62584829916053,1.0179523220002011,0.09543654580029395,0.2502280005575038
sparse,10000.0,t_learner,pct_of_oracle_incremental,52.3282716915666,10.24603382111562,44.71172600173848,59.94481738139473,5,,52.3282716915666,1.4612654220003605,0.11489230059996766,0.2503092386153655
sparse,10000.0,lead_score_gbm,pct_of_oracle_incremental,51.74386480796444,12.327869205075444,40.919940720500016,60.59660574273496,5,,51.74386480796444,1.0430446286003643,0.07786914980006254,0.24481396783225762
sparse,10000.0,dr_learner,pct_of_oracle_incremental,44.00136640954959,6.431283105882053,39.308785046230184,49.46705415225379,5,,44.00136640954959,3.2887872361998234,0.11047503299978415,0.250380568141703
sparse,10000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,41.956028130516266,9.006369366203364,35.02281343552135,48.88924282551119,5,,41.956028130516266,0.030879514799926223,0.0009961030000340202,0.2503138397375801
sparse,10000.0,random,pct_of_oracle_incremental,23.78040811850892,7.6857949554148375,17.74648272321699,29.814333513800847,5,,23.78040811850892,0.02323203999967514,0.00071032880023264,0.24513124417984944
sparse,25000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.7155998648377135e-06,0.00051121819942632,0.30405398588813265
sparse,25000.0,propensity_ev_gbm,pct_of_oracle_incremental,58.70551990124558,3.8443043071371967,56.19281253700605,61.8812908083439,5,,58.70551990124558,1.5035274140000183,0.20992877619992215,0.25051388602184055
sparse,25000.0,lead_score_gbm,pct_of_oracle_incremental,54.311320445487965,7.052307249270524,48.931579158599675,59.805444355246664,5,,54.311320445487965,1.474661455799651,0.1728974772000583,0.2509049225240578
sparse,25000.0,t_learner,pct_of_oracle_incremental,52.59351239729506,4.788136824351177,49.222289528583566,56.6778144549844,5,,52.59351239729506,2.2041315362001113,0.28297469399985853,0.2486323117116962
sparse,25000.0,dr_learner,pct_of_oracle_incremental,45.01834456331875,4.951888893132206,41.24607381905507,48.77619601094453,5,,45.01834456331875,4.692864030999954,0.18746824119989466,0.2505392941090238
sparse,25000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,42.07344387036452,4.11975824989408,38.86420903519145,45.2826787055376,5,,42.07344387036452,0.04785544240021404,0.0011174419998496198,0.24938096745539254
sparse,25000.0,random,pct_of_oracle_incremental,27.78200774611733,4.032667698555294,24.623899732947258,30.913522017036804,5,,27.78200774611733,0.0377642726001795,0.0008909233998564999,0.24839865432002423
sparse,50000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.8471999283065089e-06,0.0006409030002032,0.3020049120863257
sparse,50000.0,propensity_ev_gbm,pct_of_oracle_incremental,64.8686921121494,5.356348096576606,60.66988507769984,69.06749914659896,5,,64.8686921121494,1.7331574557998466,0.2942474690000381,0.24950824974606983
sparse,50000.0,t_learner,pct_of_oracle_incremental,63.14770264749622,5.537225839424295,59.33803017069605,67.79754437401233,5,,63.14770264749622,2.71414336939979,0.38268067660010274,0.25015891225071923
sparse,50000.0,lead_score_gbm,pct_of_oracle_incremental,59.90748483730207,4.0674387842707995,57.32334966511424,63.33358044498605,5,,59.90748483730207,1.6777812009999251,0.21509215339992802,0.24983449671484542
sparse,50000.0,dr_learner,pct_of_oracle_incremental,55.23571687884764,6.620410663994662,50.34180683896203,60.84785709185168,5,,55.23571687884764,6.934397451399673,0.26519968819993667,0.25030568963936506
sparse,50000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,44.47625636287453,4.007657400415956,41.58951133911113,47.65916862364272,5,,44.47625636287453,0.07405568220019627,0.0014587171999664197,0.2496869265111641
sparse,50000.0,random,pct_of_oracle_incremental,29.884387466351694,4.2325829691082575,26.570781768760405,33.19799316394299,5,,29.884387466351694,0.06140591539988231,0.00124672319998348,0.24978482154865816
sparse,100000.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,3.35000004270114e-06,0.00094525399999834,0.3008969189543647
sparse,100000.0,propensity_ev_gbm,pct_of_oracle_incremental,66.04119698454407,4.993145593987222,62.19408689017064,69.89742756960288,5,,66.04119698454407,2.882257001200196,0.5324505889999273,0.24867624795965199
sparse,100000.0,t_learner,pct_of_oracle_incremental,62.91960548822514,3.6678936135344236,60.22033702215636,65.94318974595319,5,,62.91960548822514,4.2198591825997935,0.7089148045997717,0.24879661797877378
sparse,100000.0,lead_score_gbm,pct_of_oracle_incremental,59.98005124733171,6.121942117398751,55.21519710784965,64.33844630484802,5,,59.98005124733171,2.8271057113997813,0.39951473859982795,0.24887246049127856
sparse,100000.0,dr_learner,pct_of_oracle_incremental,56.17344499480562,8.844143902059436,48.933287186320065,62.724853399247955,5,,56.17344499480562,11.1965480355997,0.45296629799977384,0.24849090344987718
sparse,100000.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,46.04174752102378,9.347490719290668,38.97583940872489,53.70010141924422,5,,46.04174752102378,0.12856553460005668,0.00208601560007078,0.24924673940826575
sparse,100000.0,random,pct_of_oracle_incremental,29.60269513904812,1.659296402561887,28.30841082904191,30.86137677803809,5,,29.60269513904812,0.1013572145999205,0.00180891800009698,0.24909703090691032
