dataset,budget,candidate,dr_value,dr_ci_low,dr_ci_high,snips_value,qini,ess,n_seeds
criteo_conversion,0.5,causal_forest,-0.0023003917118504,-0.002746239385815133,-0.0018315288055633999,-0.0023022632882755334,0.0371767021310329,32062.371360667243,3
criteo_conversion,0.5,dr_learner,-0.0023652035491743334,-0.0028532485868192664,-0.0018766840150983668,-0.002398006427354533,0.04782548916566153,32092.396657501897,3
criteo_conversion,0.5,class_transformation,-0.0024967695736401,-0.0029114001645425334,-0.002059608434516,-0.0025502302177925333,-0.020287083140600404,31905.986839762936,3
criteo_visit,0.1,causal_forest,0.04453451560081214,0.04253064111725563,0.046587823249054895,0.044513377528218066,0.09049172228248936,20744.10391171626,3
criteo_visit,0.1,t_learner,0.04424804333273367,0.042291255909885465,0.0464463460238232,0.04331306200157376,0.05446362306355843,20675.193030114653,3
criteo_visit,0.1,s_learner,0.04409464241791627,0.042179813689848265,0.04616464942346867,0.04388464437900056,0.07082033767762984,20761.555589844884,3
criteo_visit,0.1,x_learner,0.044017968134280765,0.04205334785264723,0.04617184538202507,0.043815168200086435,0.07284359851845447,20739.62881805477,3
criteo_visit,0.1,class_transformation,0.04389790880137373,0.0421590021744728,0.0455988695801253,0.04393290260788397,0.0866524884922958,20705.62127614209,3
criteo_visit,0.1,response_score,0.043573067176744834,0.04188242109545034,0.0452298114369144,0.043943710602616266,0.08977019384188234,20715.913154470338,3
criteo_visit,0.1,dr_learner,0.04325487511056327,0.0411526131063159,0.04545152149993603,0.043360942187246336,0.05781796213285753,20800.486011093486,3
criteo_visit,0.1,random,0.037455649197998236,0.034795188501272105,0.040223307856811906,0.03740883735836817,0.0043126124842744,20492.181511926134,3
criteo_visit,0.25,response_score,0.04405225607436113,0.04278102681538617,0.04544601935924614,0.04455691096092403,0.08977019384188234,23927.893594342222,3
criteo_visit,0.25,class_transformation,0.04393900279988774,0.04258677912480327,0.04543426565664934,0.0442378402626836,0.0866524884922958,23908.37338760874,3
criteo_visit,0.25,causal_forest,0.043880805260129996,0.04209981407168073,0.0456720837971361,0.04382123615758867,0.09049172228248936,23930.111173347952,3
criteo_visit,0.25,x_learner,0.043319912235399834,0.04156333357525804,0.0452445241285154,0.0433042243553892,0.07284359851845447,23879.5366997212,3
criteo_visit,0.25,t_learner,0.04324406580570513,0.04143178227198333,0.04515111976184116,0.04232909408886217,0.05446362306355843,23864.009402924876,3
criteo_visit,0.25,s_learner,0.0431892652600768,0.041574563462603166,0.04514176238236673,0.04334698655342067,0.07082033767762984,23942.98372915231,3
criteo_visit,0.25,dr_learner,0.04226270603962776,0.040199755430150204,0.044349837703638505,0.04256905875245843,0.05781796213285753,23985.571986831535,3
criteo_visit,0.25,random,0.0374622720168004,0.03495689667274183,0.0400262115775577,0.037418955441148066,0.0043126124842744,23703.43237661221,3
criteo_visit,0.5,causal_forest,0.04173415609097847,0.04001862856703403,0.04347090661804177,0.04213795372695727,0.09049172228248936,32109.75077364329,3
criteo_visit,0.5,response_score,0.04164787048440823,0.0404512113280006,0.04287705373058629,0.042326068665934,0.08977019384188234,32135.740147963097,3
criteo_visit,0.5,class_transformation,0.04163743744846366,0.0403054304165793,0.04294737448633467,0.042185772830252065,0.0866524884922958,32091.67476211804,3
criteo_visit,0.5,x_learner,0.04097770908705453,0.0392405312613314,0.042798353265719236,0.04112066978002907,0.07284359851845447,32108.064660335378,3
criteo_visit,0.5,t_learner,0.0409568911141916,0.039214791364154934,0.04290826814577527,0.0402709961012866,0.05446362306355843,32095.76621574652,3
criteo_visit,0.5,s_learner,0.0408762972579646,0.03930701924074207,0.04265168383652746,0.041217587552946196,0.07082033767762984,32085.88819115576,3
criteo_visit,0.5,dr_learner,0.040228750968452465,0.03836899458562696,0.04224373301925847,0.040712805524153996,0.05781796213285753,32207.04181437103,3
criteo_visit,0.5,random,0.03736557562722203,0.03527847149840043,0.039505553296291,0.03734599987256603,0.0043126124842744,32088.348726692337,3
hillstrom_any_email_conversion,0.1,dr_learner,0.005757868501466133,0.004337416415637,0.0073203687413851,0.0056098543358922325,0.020977678509789568,11191.285849108006,3
hillstrom_any_email_conversion,0.1,response_score,0.0055840473780933006,0.004219304551941533,0.007091130702747934,0.005628747121438834,0.0067317542379718995,11209.609843161263,3
hillstrom_any_email_conversion,0.1,x_learner,0.005454645467129833,0.004049189317015933,0.006921251125346633,0.0052801258446644,-0.030720454086529302,11191.285957387552,3
hillstrom_any_email_conversion,0.1,s_learner,0.005258232608110466,0.003918895379251833,0.006720195167199933,0.0051169806530890335,-0.004570829036861934,11200.151316663412,3
hillstrom_any_email_conversion,0.1,causal_forest,0.005237774711057267,0.003874513120981367,0.006675848636220734,0.005155334451105167,0.020312883638965166,11190.694948912418,3
hillstrom_any_email_conversion,0.1,class_transformation,0.0051741211746507325,0.0038050171122959667,0.006624425325969766,0.0050945458150843,0.0002588294336556326,11188.333072226307,3
hillstrom_any_email_conversion,0.1,t_learner,0.0051414888620839,0.003727319772247667,0.006644113169083133,0.0050079909367544,-0.007596981988072234,11177.694107262852,3
hillstrom_any_email_conversion,0.1,random,0.005007391438802034,0.0036887711832681996,0.0063563731363932,0.0049858838203088,0.001622873658582033,11162.327210138945,3
hillstrom_any_email_conversion,0.25,dr_learner,0.005015178112614167,0.0036242264643550994,0.0064850748827967,0.004916576294790066,0.020977678509789568,12184.228534584154,3
hillstrom_any_email_conversion,0.25,class_transformation,0.0047144966014872,0.003304776568847367,0.006107201794306467,0.004629184395794566,0.0002588294336556326,12142.91891898711,3
hillstrom_any_email_conversion,0.25,response_score,0.004696886605775799,0.003356589312021667,0.006111187967532066,0.0047173528688211,0.0067317542379718995,12126.155969228654,3
hillstrom_any_email_conversion,0.25,s_learner,0.0046658431491547,0.0033150010933330337,0.006122852446226467,0.004527080301920433,-0.004570829036861934,12181.83308234735,3
hillstrom_any_email_conversion,0.25,causal_forest,0.004646064879512034,0.0032922638621876005,0.006201292281702066,0.004556534729510834,0.020312883638965166,12159.083337459399,3
hillstrom_any_email_conversion,0.25,random,0.004460916829427067,0.0031307915730793994,0.0058495425537109,0.004439746657468967,0.001622873658582033,12169.85936174674,3
hillstrom_any_email_conversion,0.25,t_learner,0.0043895870134814,0.002983236608613833,0.0058134864765701,0.0042466030777158666,-0.007596981988072234,12153.695196932926,3
hillstrom_any_email_conversion,0.25,x_learner,0.004299587421813733,0.0029835812061212333,0.0057373188602485,0.004236470261809233,-0.030720454086529302,12144.115967312457,3
hillstrom_any_email_conversion,0.5,causal_forest,0.003579920860059267,0.002183802886871033,0.005025195397527,0.0034433555076218334,0.020312883638965166,14165.38321519414,3
hillstrom_any_email_conversion,0.5,dr_learner,0.003547308557186133,0.0022190935111245334,0.0050023084597425336,0.0033900782553299667,0.020977678509789568,14234.691403165032,3
hillstrom_any_email_conversion,0.5,class_transformation,0.003421510707700566,0.0020266017777195665,0.004951717437499834,0.003357796300569,0.0002588294336556326,14209.218593461226,3
hillstrom_any_email_conversion,0.5,random,0.0033851414388020337,0.0020863514770507667,0.004783469718424433,0.0033595934576593663,0.001622873658582033,14178.415083725964,3
hillstrom_any_email_conversion,0.5,s_learner,0.0033557246302869,0.0020193299388203668,0.004783341165664767,0.003180283333326967,-0.004570829036861934,14308.154029463733,3
hillstrom_any_email_conversion,0.5,t_learner,0.0033281596460403664,0.0018823258106394666,0.004823071972463267,0.0031727587992836,-0.007596981988072234,14201.514435454928,3
hillstrom_any_email_conversion,0.5,response_score,0.0032473190083585,0.0019061997720671664,0.004639190906175767,0.003263956109608633,0.0067317542379718995,14178.412110804327,3
hillstrom_any_email_conversion,0.5,x_learner,0.0026958177057869004,0.0014473635393386,0.0041532975851089,0.0026290154898208668,-0.030720454086529302,14225.211585483956,3
hillstrom_any_email_visit,0.1,x_learner,0.11358959305640141,0.10801535224539806,0.11945343531417707,0.11350187442128036,0.023282990694133865,11188.924013809306,3
hillstrom_any_email_visit,0.1,t_learner,0.11338547402151826,0.107773948094447,0.1194502853484391,0.11335273320787337,0.012303325976478268,11247.437301786662,3
hillstrom_any_email_visit,0.1,dr_learner,0.11323358232228677,0.1075193509711902,0.11933055806129483,0.11294957069214384,0.023318279911715496,11201.33779654374,3
hillstrom_any_email_visit,0.1,s_learner,0.1123952676703945,0.10670891766657094,0.11823218477044839,0.11233819326487687,0.02064954741652893,11252.757296435737,3
hillstrom_any_email_visit,0.1,class_transformation,0.11203940175356376,0.10646487836064633,0.11798267726560137,0.11176987516643795,0.015234355815929435,11206.652536118103,3
hillstrom_any_email_visit,0.1,causal_forest,0.11164657642224313,0.10601703640082498,0.1173493404852331,0.11115047419919195,0.018044119567708464,11211.384056419358,3
hillstrom_any_email_visit,0.1,response_score,0.11157795152987933,0.10608377716639207,0.1175992325296268,0.1117115952203643,0.0189969622558646,11228.520715574414,3
hillstrom_any_email_visit,0.1,random,0.11039430989583326,0.10477865437418617,0.11574317849934894,0.11018398625358172,-0.0023651005048620334,11162.327210138945,3
hillstrom_any_email_visit,0.25,causal_forest,0.122822542242475,0.11723307240012759,0.12855136124330854,0.12232419819362662,0.018044119567708464,12193.208826296626,3
hillstrom_any_email_visit,0.25,class_transformation,0.12225388719134496,0.11696621963202397,0.1281856619127829,0.12184286293645247,0.015234355815929435,12192.610432031926,3
hillstrom_any_email_visit,0.25,x_learner,0.12223625540699685,0.11644214714082816,0.12786593172550603,0.12173862029676026,0.023282990694133865,12232.123729916633,3
hillstrom_any_email_visit,0.25,dr_learner,0.12207518653161446,0.11637235224585307,0.1279432831897648,0.12155828845532296,0.023318279911715496,12196.201904776484,3
hillstrom_any_email_visit,0.25,s_learner,0.1219619397134481,0.11619535476092879,0.12735115174351516,0.1218285782319895,0.02064954741652893,12218.353416926902,3
hillstrom_any_email_visit,0.25,t_learner,0.12139257608749683,0.1156563434622413,0.12694534557837653,0.12111761212771893,0.012303325976478268,12194.40710894378,3
hillstrom_any_email_visit,0.25,response_score,0.1206112894597065,0.1152167139121741,0.12580999884846322,0.12093916803078768,0.0189969622558646,12208.774339471842,3
hillstrom_any_email_visit,0.25,random,0.11844882112630206,0.11307268349609373,0.12402998136800127,0.11837392281692789,-0.0023651005048620334,12169.85936174674,3
hillstrom_any_email_visit,0.5,dr_learner,0.1368021287679888,0.13115012269933093,0.14257387890995107,0.13638028359125245,0.023318279911715496,14272.011405665815,3
hillstrom_any_email_visit,0.5,causal_forest,0.13648502751650304,0.13093653283885606,0.14185449542430237,0.1362041625213647,0.018044119567708464,14245.352394329486,3
hillstrom_any_email_visit,0.5,s_learner,0.13607492252713657,0.13043635208575227,0.14141757083452688,0.13601825223936392,0.02064954741652893,14222.246137072487,3
hillstrom_any_email_visit,0.5,x_learner,0.1352911462275687,0.13001264301352222,0.14063546596577128,0.13483328705833278,0.023282990694133865,14251.872158193517,3
hillstrom_any_email_visit,0.5,class_transformation,0.13513030019275887,0.129988583843932,0.1403093388339761,0.13485105919200147,0.015234355815929435,14217.510128823691,3
hillstrom_any_email_visit,0.5,response_score,0.13497746701294594,0.12983466140067382,0.14009493137203768,0.13529125156289812,0.0189969622558646,14241.212592596537,3
hillstrom_any_email_visit,0.5,t_learner,0.13384411753882938,0.1280759370880039,0.13905092265504607,0.1336847358656291,0.012303325976478268,14208.02837367158,3
hillstrom_any_email_visit,0.5,random,0.1303631194661458,0.12472980913899735,0.13557067148844396,0.1302930887863785,-0.0023651005048620334,14178.415083725964,3
hillstrom_mens_conversion,0.1,t_learner,0.005951548945892167,0.0043529127483184,0.007709993099443667,0.005723903520684433,-0.003040745498962332,10658.333333333334,3
hillstrom_mens_conversion,0.1,s_learner,0.005904585992833466,0.004473859540526333,0.007551095380456667,0.0057173820550757,-0.023312465538426464,10633.666666666666,3
hillstrom_mens_conversion,0.1,response_score,0.005755169970967901,0.0042862366801673995,0.007483854474298966,0.0057577466634255664,0.018815684234836667,10657.0,3
hillstrom_mens_conversion,0.1,random,0.0057249899927734665,0.0042890476406099,0.007256955708021534,0.0057271460053124335,-0.0012092598574815667,10656.333333333334,3
hillstrom_mens_conversion,0.1,dr_learner,0.005671653009109,0.004212957046413334,0.007257996646447401,0.005470571105494,-0.008149964336044402,10631.0,3
hillstrom_mens_conversion,0.1,x_learner,0.0055696102508476335,0.0041660026722914,0.007194414397187367,0.0053667020849149675,-0.003958640237049867,10639.666666666666,3
hillstrom_mens_conversion,0.1,causal_forest,0.0052569153150075,0.0038389398160963667,0.006848653780673001,0.005150736351419567,0.0104850457340103,10669.666666666666,3
hillstrom_mens_conversion,0.1,class_transformation,0.0050620638803945996,0.003321321828675767,0.006928867171408899,0.005197636619418334,-0.02421969380132166,10685.0,3
hillstrom_mens_conversion,0.25,x_learner,0.005556260120311699,0.0038882191687009,0.007379827163338767,0.005330079404526533,-0.003958640237049867,10647.0,3
hillstrom_mens_conversion,0.25,s_learner,0.005470052858170434,0.003803358734842633,0.007290399910029766,0.005298809765654967,-0.023312465538426464,10615.0,3
hillstrom_mens_conversion,0.25,random,0.0053696254384972,0.0037576819349105332,0.007083518831421801,0.005369858096056533,-0.0012092598574815667,10671.666666666666,3
hillstrom_mens_conversion,0.25,t_learner,0.005263592780868533,0.0036236861629880667,0.007058485674896533,0.005048335262750967,-0.003040745498962332,10649.666666666666,3
hillstrom_mens_conversion,0.25,response_score,0.005222858144977534,0.0037336312256759006,0.006994123413413167,0.0052183374347104005,0.018815684234836667,10668.333333333334,3
hillstrom_mens_conversion,0.25,dr_learner,0.005150004371663234,0.003574206086913167,0.006844893615353499,0.005024655489940333,-0.008149964336044402,10604.333333333334,3
hillstrom_mens_conversion,0.25,class_transformation,0.005143392799206233,0.0032404512032173003,0.007255469066493533,0.0050175902246822664,-0.02421969380132166,10648.333333333334,3
hillstrom_mens_conversion,0.25,causal_forest,0.004887857416387034,0.0033562788483317667,0.006633273981438301,0.004838402988912534,0.0104850457340103,10637.0,3
hillstrom_mens_conversion,0.5,response_score,0.004549652151903766,0.0027508534701007332,0.0064539722517141665,0.0045463534995863,0.018815684234836667,10645.333333333334,3
hillstrom_mens_conversion,0.5,dr_learner,0.004503406488931099,0.0027753634189895,0.0063747046679012995,0.004370708480498233,-0.008149964336044402,10707.333333333334,3
hillstrom_mens_conversion,0.5,x_learner,0.004486602908238933,0.002794429740975867,0.006342814672313467,0.0042666135992571,-0.003958640237049867,10613.333333333334,3
hillstrom_mens_conversion,0.5,t_learner,0.004236834675799567,0.0024777075283858,0.006121586047168133,0.0040145659986902,-0.003040745498962332,10645.333333333334,3
hillstrom_mens_conversion,0.5,causal_forest,0.004206855762763267,0.0024164729940875334,0.006100046586435068,0.0042872583572721,0.0104850457340103,10626.0,3
hillstrom_mens_conversion,0.5,random,0.0041299170634323005,0.002420076084526833,0.006094923367789999,0.0041303094660091,-0.0012092598574815667,10625.333333333334,3
hillstrom_mens_conversion,0.5,s_learner,0.0038882172831123996,0.0021911191713624664,0.005865820801894166,0.0037129439970242334,-0.023312465538426464,10593.333333333334,3
hillstrom_mens_conversion,0.5,class_transformation,0.003781656275725867,0.0017347016397656666,0.0057172101538564,0.0036723302819787335,-0.02421969380132166,10611.333333333334,3
hillstrom_mens_visit,0.1,x_learner,0.11705887029519473,0.11101848372876973,0.12270558029027036,0.11638811493055078,0.006751391254560968,10684.333333333334,3
hillstrom_mens_visit,0.1,dr_learner,0.116994086835284,0.11106466763204674,0.12318231421046934,0.1164810708587376,0.0014969583781465335,10665.0,3
hillstrom_mens_visit,0.1,causal_forest,0.11598202787105623,0.10993770578733376,0.12206194589283718,0.11521488041734362,0.004347659351233434,10697.0,3
hillstrom_mens_visit,0.1,response_score,0.11582939366914724,0.11000738597133553,0.12160907518316699,0.11621467662567174,0.022633996031969434,10721.666666666666,3
hillstrom_mens_visit,0.1,s_learner,0.11527223457171637,0.10925390103930521,0.12112339026203793,0.11517841805125147,0.0051416612178195676,10700.333333333334,3
hillstrom_mens_visit,0.1,class_transformation,0.11490190814187663,0.10915576545143392,0.12088535005241512,0.11437991410163872,-0.008117686780307767,10673.0,3
hillstrom_mens_visit,0.1,random,0.1145426675877498,0.10847266112642767,0.12032046394250435,0.11454837067086156,0.002619546220765967,10656.333333333334,3
hillstrom_mens_visit,0.1,t_learner,0.11450596958408547,0.10856248308531584,0.120589405975658,0.11427839541651023,0.0019384248408412664,10708.333333333334,3
hillstrom_mens_visit,0.25,x_learner,0.12886915548011238,0.1222878819789583,0.13584361765547961,0.12829993924588057,0.006751391254560968,10698.333333333334,3
hillstrom_mens_visit,0.25,response_score,0.12739036892398733,0.12105436930355294,0.1336618632574092,0.12790926491970467,0.022633996031969434,10744.333333333334,3
hillstrom_mens_visit,0.25,dr_learner,0.1271964061602193,0.12115540141372845,0.1339647003702903,0.12660989560493077,0.0014969583781465335,10716.333333333334,3
hillstrom_mens_visit,0.25,s_learner,0.1270134041015672,0.1207769692108271,0.13321829413975006,0.12731804499561192,0.0051416612178195676,10721.666666666666,3
hillstrom_mens_visit,0.25,t_learner,0.12656297157952892,0.12012772747289775,0.13319707154559182,0.12627344660745032,0.0019384248408412664,10707.666666666666,3
hillstrom_mens_visit,0.25,causal_forest,0.12571412354013278,0.11947392941058031,0.13185128374371544,0.12498321140689113,0.004347659351233434,10711.666666666666,3
hillstrom_mens_visit,0.25,class_transformation,0.12503270040498252,0.11875130132945673,0.13178713972816797,0.12441315471823629,-0.008117686780307767,10650.333333333334,3
hillstrom_mens_visit,0.25,random,0.12438201305562607,0.11808667663734856,0.13066656663405232,0.12440772581858017,0.002619546220765967,10671.666666666666,3
hillstrom_mens_visit,0.5,response_score,0.14501029181720318,0.13835097283640088,0.15147551954930707,0.14536698112619031,0.022633996031969434,10714.0,3
hillstrom_mens_visit,0.5,t_learner,0.1428746250820122,0.1363524279450384,0.14929991405800838,0.1425728857654248,0.0019384248408412664,10731.333333333334,3
hillstrom_mens_visit,0.5,s_learner,0.14209357766769018,0.13544131294823644,0.14879768679597025,0.14225387425026662,0.0051416612178195676,10748.0,3
hillstrom_mens_visit,0.5,x_learner,0.14195243941655566,0.13548860604961802,0.14873293707623939,0.14099932904409862,0.006751391254560968,10756.666666666666,3
hillstrom_mens_visit,0.5,causal_forest,0.14183296588573632,0.13536269637041362,0.14883953481125345,0.14135719941474206,0.004347659351233434,10754.666666666666,3
hillstrom_mens_visit,0.5,random,0.14158945848234614,0.13501699453848479,0.14834307528975677,0.14159824961242112,0.002619546220765967,10625.333333333334,3
hillstrom_mens_visit,0.5,dr_learner,0.14133292351947635,0.13474668023180045,0.14785714604823844,0.1407340410282475,0.0014969583781465335,10718.0,3
hillstrom_mens_visit,0.5,class_transformation,0.13990299189860947,0.13348578296901756,0.14663255792779023,0.1393144085917223,-0.008117686780307767,10676.0,3
hillstrom_womens_conversion,0.1,dr_learner,0.005616696897201366,0.0039721314376959,0.0072794479459670006,0.0057932766445170335,0.0648358422295597,10625.333333333334,3
hillstrom_womens_conversion,0.1,response_score,0.005490682330775633,0.0039380361224943,0.0070501391293809335,0.005456080984414967,-0.06932125807452773,10619.333333333334,3
hillstrom_womens_conversion,0.1,causal_forest,0.005359145365019867,0.003846212781362533,0.006907316430272301,0.005530757809968166,0.0755314973398558,10608.0,3
hillstrom_womens_conversion,0.1,x_learner,0.0052338799024452334,0.0036410652688879004,0.006844761186763733,0.0054531168465362665,0.0733672709602174,10592.0,3
hillstrom_womens_conversion,0.1,t_learner,0.005146974807366866,0.0035965775397620667,0.006721128411011666,0.005288752045246033,0.009112301341737931,10630.0,3
hillstrom_womens_conversion,0.1,random,0.0050685763235512665,0.0036441000748323998,0.006521549657679734,0.0050554925141744,-0.014058181582006534,10612.666666666666,3
hillstrom_womens_conversion,0.1,s_learner,0.005000824302568767,0.003469050476216,0.006546158381823067,0.005001562539998766,-0.016058918647265264,10636.0,3
hillstrom_womens_conversion,0.1,class_transformation,0.004626190882615833,0.0027848198811504334,0.0064623113165446005,0.005093209880834733,0.012586177365734565,10638.0,3
hillstrom_womens_conversion,0.25,causal_forest,0.0049410055652017665,0.0032477136536225005,0.006628734647525867,0.005026622758247066,0.0755314973398558,10674.666666666666,3
hillstrom_womens_conversion,0.25,dr_learner,0.004856894411664467,0.0032265796442403002,0.006545855278371933,0.004938950345716834,0.0648358422295597,10633.333333333334,3
hillstrom_womens_conversion,0.25,x_learner,0.004474377531297333,0.002961358327055767,0.006151248258328033,0.004624809586305966,0.0733672709602174,10634.0,3
hillstrom_womens_conversion,0.25,random,0.004257971197194266,0.0028324352757108334,0.005860362683307634,0.004221449332790467,-0.014058181582006534,10702.666666666666,3
hillstrom_womens_conversion,0.25,t_learner,0.004038076638358467,0.0025082347618065335,0.0055456478753398005,0.0041694409400047,0.009112301341737931,10654.666666666666,3
hillstrom_womens_conversion,0.25,s_learner,0.0038974142484048332,0.002339977144430267,0.0052803169017067,0.0038838129673677995,-0.016058918647265264,10620.666666666666,3
hillstrom_womens_conversion,0.25,response_score,0.0036148440123495666,0.0022579232417565334,0.004995890493016634,0.003572445752967567,-0.06932125807452773,10616.0,3
hillstrom_womens_conversion,0.25,class_transformation,0.0033288849988111664,0.0013750900945850332,0.005255972300112467,0.003933576802917266,0.012586177365734565,10674.666666666666,3
hillstrom_womens_conversion,0.5,x_learner,0.003083252333276733,0.0015564562652206667,0.0048420397033571,0.0032267448710159,0.0733672709602174,10696.333333333334,3
hillstrom_womens_conversion,0.5,causal_forest,0.0029306938676868996,0.0012960268807404665,0.0045895925174666,0.0030058117960738667,0.0755314973398558,10703.0,3
hillstrom_womens_conversion,0.5,dr_learner,0.0027130675378286002,0.0010959334492328667,0.0043565985067158,0.002708488501556,0.0648358422295597,10679.666666666666,3
hillstrom_womens_conversion,0.5,random,0.0020333293698190334,0.0005992902922578,0.0036019131266969338,0.0019990690630762335,-0.014058181582006534,10712.333333333334,3
hillstrom_womens_conversion,0.5,class_transformation,0.001990043642734767,-8.519601968496667e-05,0.0039709071620654,0.002447857767884233,0.012586177365734565,10695.666666666666,3
hillstrom_womens_conversion,0.5,s_learner,0.0019665871793112,0.00036956468064356664,0.0035689155391348663,0.0019018871673787332,-0.016058918647265264,10720.333333333334,3
hillstrom_womens_conversion,0.5,t_learner,0.0019414831777563332,0.00033049046069949994,0.0035202345641838335,0.0020266765631942667,0.009112301341737931,10719.0,3
hillstrom_womens_conversion,0.5,response_score,0.0014568862061188,3.6894424540446136e-05,0.0029750817742152332,0.0013939732278227,-0.06932125807452773,10631.666666666666,3
hillstrom_womens_visit,0.1,causal_forest,0.11298074782970526,0.10720212653676774,0.1187417372598004,0.11330328567563541,0.060242100816343534,10645.333333333334,3
hillstrom_womens_visit,0.1,response_score,0.1129644484030518,0.10695440114186901,0.11848951530330105,0.11315932943108982,0.014041814371893934,10610.0,3
hillstrom_womens_visit,0.1,s_learner,0.11260468262575647,0.10677149981599866,0.1181997088821833,0.11315053222500947,0.0474498973068616,10616.0,3
hillstrom_womens_visit,0.1,dr_learner,0.11256216799180546,0.10671849853021541,0.11852929531597924,0.1131380810011155,0.0612625883206162,10623.333333333334,3
hillstrom_womens_visit,0.1,x_learner,0.1120685042020876,0.10629078045035023,0.11777348423349183,0.11265873590255475,0.0533050887037827,10644.0,3
hillstrom_womens_visit,0.1,t_learner,0.11081097490253076,0.1050833929444324,0.11671550282937437,0.11189605057411396,0.029028429704850405,10662.666666666666,3
hillstrom_womens_visit,0.1,class_transformation,0.11079396188812136,0.1050233367293902,0.11671081918748773,0.11145219602583077,0.0185942556357922,10648.0,3
hillstrom_womens_visit,0.1,random,0.10890907282408833,0.1031585557845272,0.1143945476735247,0.1088006953707793,0.0019382230325310328,10612.666666666666,3
hillstrom_womens_visit,0.25,dr_learner,0.12258415063747867,0.11637247718855176,0.12883409504977159,0.12286229590923022,0.0612625883206162,10688.666666666666,3
hillstrom_womens_visit,0.25,causal_forest,0.1225225188220675,0.11645885821056294,0.1282671067341653,0.12288313515995197,0.060242100816343534,10689.333333333334,3
hillstrom_womens_visit,0.25,s_learner,0.12183649318916027,0.11554741711250753,0.12777551814169022,0.12255917984135252,0.0474498973068616,10709.333333333334,3
hillstrom_womens_visit,0.25,x_learner,0.1217057231925804,0.11573333439522841,0.12777070462053766,0.12207385310287759,0.0533050887037827,10687.333333333334,3
hillstrom_womens_visit,0.25,t_learner,0.11929114186538799,0.11330461489136277,0.12553710338144686,0.12013387469630053,0.029028429704850405,10666.0,3
hillstrom_womens_visit,0.25,response_score,0.11749335211897101,0.11155269534483366,0.1233791886826948,0.1176404003886984,0.014041814371893934,10601.333333333334,3
