regime,candidate,regret_pct_b0.7,pct_of_oracle_gain_b0.7,regret_pct_b1.0,pct_of_oracle_gain_b1.0,regret_pct_b1.5,pct_of_oracle_gain_b1.5,roi_mape,roi_rank_spearman
mmm_smb_short_history,pymc_marketing_mmm_calibrated,1.6201703785201287,83.32464072851823,0.6099884130885964,89.97870192496664,1.7512820753393885,51.96082101364553,0.27505894048009294,0.32499999999999996
mmm_smb_short_history,reported_roas,91.48622015435187,-832.755142698496,92.68970028695514,-1416.933868019113,93.64800511492173,-2458.725680996262,0.6017832816114831,0.7
mmm_smb_short_history,ridge_adstock_saturation,7.254542065449877,26.898053153469938,5.959955062926945,3.7987472694317956,6.133565642550816,-66.62021875231859,1.292417284578869,-0.5499999999999999
mmm_standard,equal_allocation,9.933083558298335,0.0,6.187991469121987,0.0,3.701886319239602,0.0,0.9999142229815623,-0.7
mmm_standard,naive_ols,82.06758929137757,-728.401261312781,84.21192046640911,-1264.2219015704566,86.19084940482517,-2232.83493913445,0.6985525065572805,-0.012824729401064425
mmm_standard,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.03645852115104978,1.0
mmm_standard,pymc_marketing_mmm,19.715931787305163,-98.18611510854414,15.503586374210865,-149.3864507242223,7.102861952819943,-90.8204476327937,1.0409523582006015,-0.29999999999999993
mmm_standard,pymc_marketing_mmm_calibrated,7.607655540323583,23.142490510585418,3.426181305004554,44.023358511215555,3.5215720902139873,4.126759827506216,0.21009908418041537,0.5499999999999999
mmm_standard,reported_roas,91.45330532323649,-821.4484567299023,92.66516564094829,-1398.7302290291168,93.63239294071177,-2431.0326797981443,0.6043015728475752,0.7
mmm_standard,ridge_adstock_saturation,3.0269206971087583,69.53550853866398,2.733418141869823,56.26548901476568,2.9554863983515354,20.343737850034632,0.6279879656694087,0.27499999999999997
mmm_very_short_history,equal_allocation,9.809609198862754,0.0,6.112725482748963,0.0,3.660571361697774,0.0,0.9999133190547149,-0.7
mmm_very_short_history,naive_ols,77.91532381454729,-703.1191277540187,80.33797088415318,-1227.7165435025156,82.68276054643403,-2177.196419744909,1.2773999317418796,-0.040441421823293994
mmm_very_short_history,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.04974644693566335,1.0
mmm_very_short_history,pymc_marketing_mmm,16.76952408710763,-84.67853771602272,5.853868375067035,-1.3196679145281085,2.4779384966630285,32.07668972229943,2.415788335671482,-0.36666666666666664
mmm_very_short_history,pymc_marketing_mmm_calibrated,6.925348505406526,22.129781199884707,1.2494848388563282,78.21457871595382,1.806136653539023,50.31126509137677,0.296574364808054,0.425
mmm_very_short_history,reported_roas,91.49187759936541,-836.6983018194643,92.6934697411055,-1422.8341299522654,93.64995091682323,-2467.2778266024075,0.6073917373416076,0.6749999999999999
mmm_very_short_history,ridge_adstock_saturation,5.907668037167438,37.68070641710172,1.9783510583782218,67.04039800579525,1.8846847587955815,49.36962418840766,0.7381035617380647,-0.525
