regime,capacity_ratio,candidate,metric,mean,sd,ci_low,ci_high,n_seeds,family,pct_of_oracle_incremental,fit_seconds,predict_seconds,share_treated
capacity_value_heterogeneity,0.1,random,pct_of_oracle_incremental,10.696770763120389,3.870426663667068,7.525940893021354,13.424615536956178,5,,10.696770763120389,0.042582015800144236,0.0009061608001501998,0.09848680177855917
capacity_value_heterogeneity,0.1,lead_score_gbm,pct_of_oracle_incremental,9.848341605922093,8.505245694979248,3.727210348955473,17.196158340480494,5,,9.848341605922093,1.6578299981998499,0.2034497670001656,0.06200965976228723
capacity_value_heterogeneity,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.1697999070747756e-06,0.0005090866001409601,0.3587172097406897
capacity_value_heterogeneity,0.25,dr_learner,pct_of_oracle_incremental,65.36780808151586,8.535828418864021,58.85623937693468,72.00536350946324,5,,65.36780808151586,5.413405160599905,0.2565622288000668,0.3494342239035417
capacity_value_heterogeneity,0.25,t_learner,pct_of_oracle_incremental,61.88359873613666,12.492319681397477,51.879697044618695,71.31130979332455,5,,61.88359873613666,2.4728801581999504,0.3437099462000333,0.2988627923616606
capacity_value_heterogeneity,0.25,propensity_ev_gbm,pct_of_oracle_incremental,48.905082614488705,15.949005436499618,37.31444344220193,62.48978590766402,5,,48.905082614488705,1.6994649629999912,0.262676917600038,0.2583844140260456
capacity_value_heterogeneity,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,30.761309198203342,4.533453758992859,27.07637624958008,34.15335669816618,5,,30.761309198203342,0.057205543800046096,0.0011880872001710798,0.24525501302634617
capacity_value_heterogeneity,0.25,lead_score_gbm,pct_of_oracle_incremental,23.620607714721036,15.783121085190661,11.719750746972807,36.007163411806076,5,,23.620607714721036,1.6974257513998965,0.22137400859974146,0.17752369057662626
capacity_value_heterogeneity,0.25,random,pct_of_oracle_incremental,21.951515663236393,5.789514506233401,17.632956131765745,26.26529665896959,5,,21.951515663236393,0.042709620599816776,0.0009197096002025601,0.24508337509850914
capacity_value_heterogeneity,0.5,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.680999957898166e-06,0.00050385520007692,0.5741709614152275
capacity_value_heterogeneity,0.5,dr_learner,pct_of_oracle_incremental,82.19260122582709,4.917341464550053,78.49577814212314,86.2558146604077,5,,82.19260122582709,5.532379888999822,0.22742447880009423,0.5953547852664467
capacity_value_heterogeneity,0.5,t_learner,pct_of_oracle_incremental,80.00301994029249,6.308627494887004,74.76009050159283,84.61093217815451,5,,80.00301994029249,2.5781836444002693,0.31427664240018205,0.5541244154346854
capacity_value_heterogeneity,0.5,propensity_ev_gbm,pct_of_oracle_incremental,67.77261691272645,14.78393958218271,56.04051242030395,78.6979305360359,5,,67.77261691272645,1.7176750738002737,0.2534547135999673,0.4918895927303761
capacity_value_heterogeneity,0.5,lead_score_gbm,pct_of_oracle_incremental,52.25850035263453,14.519203367284458,41.068054369179876,63.44894633608919,5,,52.25850035263453,1.6526878098000453,0.20299141300019982,0.4014772457203034
capacity_value_heterogeneity,0.5,hist_profit_per_agent_hour,pct_of_oracle_incremental,47.48775520445281,3.97251999734946,44.33758495384431,50.63792545506132,5,,47.48775520445281,0.0530308491999676,0.0012604015999385801,0.4897296647253012
capacity_value_heterogeneity,0.5,random,pct_of_oracle_incremental,43.20119955520086,6.060693492369846,38.4514352661828,47.950963844218926,5,,43.20119955520086,0.04498051219998158,0.0010037352001745201,0.49081710268074447
capacity_value_heterogeneity,1.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.5492001693928615e-06,0.0005019125999751199,0.5825400601276739
capacity_value_heterogeneity,1.0,dr_learner,pct_of_oracle_incremental,87.76768774336148,2.800259784427092,85.46905210755986,89.76903747535663,5,,87.76768774336148,5.986988319199918,0.249584507000327,0.7954678901681982
capacity_value_heterogeneity,1.0,lead_score_gbm,pct_of_oracle_incremental,87.65144955157666,3.1931985788844,85.46947688358242,90.43857022503285,5,,87.65144955157666,1.8753521335998813,0.21392429279967468,0.9757558905551527
capacity_value_heterogeneity,1.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,87.23255348294461,3.58236504716979,84.68661070160529,90.35831765560708,5,,87.23255348294461,0.0703061726000669,0.0012532991999250399,0.9810271564324206
capacity_value_heterogeneity,1.0,random,pct_of_oracle_incremental,86.12911434277567,4.484626105108079,82.95070968899799,90.0822799363213,5,,86.12911434277567,0.048919623999972774,0.0018379018003542602,0.9816421137795193
capacity_value_heterogeneity,1.0,t_learner,pct_of_oracle_incremental,84.72419318041264,2.991787189563405,82.41200076456623,86.93143809500808,5,,84.72419318041264,2.718092999199871,0.3547614908000469,0.7037974431110793
capacity_value_heterogeneity,1.0,propensity_ev_gbm,pct_of_oracle_incremental,84.57587978611632,3.5196952738704037,82.21969777989689,87.6588194274253,5,,84.57587978611632,1.9422593806004442,0.26778615259991057,0.9367254668305716
propensity_not_uplift,0.05,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.6121999578899705e-06,0.0005209655999351,0.07357692295689319
propensity_not_uplift,0.05,t_learner,pct_of_oracle_incremental,24.89621400419271,5.3909253649785205,20.822623918176646,28.976525178393864,5,,24.89621400419271,2.5174870045999342,0.2970794880004178,0.049647652763338726
propensity_not_uplift,0.05,dr_learner,pct_of_oracle_incremental,17.766403638519456,7.21831629863706,12.418768851083454,23.8489958309868,5,,17.766403638519456,5.441801454599954,0.21597891699984753,0.05053530647680008
propensity_not_uplift,0.05,propensity_ev_gbm,pct_of_oracle_incremental,14.641046528992462,5.1667048027693845,10.175117303788667,18.356614850077644,5,,14.641046528992462,1.7536353525996673,0.2575763803999507,0.04959791005390592
propensity_not_uplift,0.05,hist_profit_per_agent_hour,pct_of_oracle_incremental,11.769363607652943,4.934942876199098,7.665644496930329,15.401534695313348,5,,11.769363607652943,0.05490853880019129,0.00123497799995668,0.0503270601915564
propensity_not_uplift,0.05,lead_score_gbm,pct_of_oracle_incremental,9.745336041053486,6.470823900202682,4.316142457083026,14.081878174112532,5,,9.745336041053486,1.7265096150000319,0.1967501262000951,0.04866041556550864
propensity_not_uplift,0.05,random,pct_of_oracle_incremental,9.091311317719935,2.836323429231508,7.128751999671559,11.396066182150612,5,,9.091311317719935,0.04069136940015594,0.00092164960024088,0.0493851386257928
propensity_not_uplift,0.1,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.4695999198011122e-06,0.00050397420000076,0.1365320462641391
propensity_not_uplift,0.1,t_learner,pct_of_oracle_incremental,32.5690006265412,7.992069881525385,25.7226169641679,38.11987770884985,5,,32.5690006265412,2.65584947979969,0.3114706635999028,0.09951409595921953
propensity_not_uplift,0.1,dr_learner,pct_of_oracle_incremental,29.92384273106157,7.906091017879251,23.189423687659648,35.318031966284614,5,,29.92384273106157,5.731635422199725,0.22435206600002852,0.10083267129660763
propensity_not_uplift,0.1,hist_profit_per_agent_hour,pct_of_oracle_incremental,21.1694625104136,4.405634321402086,17.669065190093903,24.669859830733287,5,,21.1694625104136,0.05360119959987055,0.00135820300001792,0.1001658275794467
propensity_not_uplift,0.1,propensity_ev_gbm,pct_of_oracle_incremental,19.150181174980077,7.216071556348254,12.931249047628672,24.374711926831413,5,,19.150181174980077,1.7550010258000839,0.24496566620018706,0.10003493048095155
propensity_not_uplift,0.1,lead_score_gbm,pct_of_oracle_incremental,15.382972223773834,6.839397952108673,9.460617244409747,20.15766395802137,5,,15.382972223773834,1.695094350599902,0.19787926579956544,0.09758870130844
propensity_not_uplift,0.1,random,pct_of_oracle_incremental,14.292171391402997,5.919971652871679,9.62503963019077,18.959303152615227,5,,14.292171391402997,0.0417799048002052,0.00091845099996132,0.09853045569250353
propensity_not_uplift,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,2.1510002625291234e-06,0.00053226519994492,0.3032422903425628
propensity_not_uplift,0.25,t_learner,pct_of_oracle_incremental,51.22627714447431,4.328229206569037,47.850346046616394,54.602208242332225,5,,51.22627714447431,2.678331841399995,0.3483001653999963,0.2493385283114231
propensity_not_uplift,0.25,dr_learner,pct_of_oracle_incremental,46.427878775067086,3.7489827070349517,43.47329229137034,49.38246525876383,5,,46.427878775067086,5.533840684000097,0.23668478319978017,0.25019713735188603
propensity_not_uplift,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,41.833272124639635,5.9936016856751255,37.16928340935336,46.4532387472406,5,,41.833272124639635,0.05742548839989462,0.00288857740015368,0.24972244299947688
propensity_not_uplift,0.25,propensity_ev_gbm,pct_of_oracle_incremental,39.68386697476812,9.087089210520453,32.16891065830984,46.64286036690417,5,,39.68386697476812,1.8543990063997626,0.27576078539987064,0.2494988140021049
propensity_not_uplift,0.25,lead_score_gbm,pct_of_oracle_incremental,30.0012659453457,7.560728538113799,24.02777593819476,35.97475595249663,5,,30.0012659453457,1.8136867793999045,0.22403525860027,0.24574741737427952
propensity_not_uplift,0.25,random,pct_of_oracle_incremental,25.19756005946291,3.8805104674017965,22.195804042589767,28.146715551491827,5,,25.19756005946291,0.0429504951998751,0.0009520312001768,0.24722254210960898
propensity_not_uplift,0.5,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.9166000129189342e-06,0.00138230300017308,0.5442516876551545
propensity_not_uplift,0.5,t_learner,pct_of_oracle_incremental,69.30008850759104,1.8931764388240973,67.60281335777981,70.67230000747351,5,,69.30008850759104,3.2361836571997626,0.36569594539996614,0.49581011696394794
propensity_not_uplift,0.5,dr_learner,pct_of_oracle_incremental,66.35915132672089,3.218342835492792,63.81669971975689,68.81482991320051,5,,66.35915132672089,6.817601524000201,0.26286220160000084,0.5004426497922901
propensity_not_uplift,0.5,propensity_ev_gbm,pct_of_oracle_incremental,65.50947392988076,2.918486821309079,63.54334365216082,67.88628066680111,5,,65.50947392988076,2.1072591214000567,0.32198118939977577,0.49669096189044204
propensity_not_uplift,0.5,lead_score_gbm,pct_of_oracle_incremental,60.32264804368644,5.2163204270079016,56.13963575524434,64.51587902927966,5,,60.32264804368644,2.0626145882000855,0.2458203113999843,0.49483430921544347
propensity_not_uplift,0.5,hist_profit_per_agent_hour,pct_of_oracle_incremental,55.85616091960012,6.620882754383291,51.079436954538636,61.1650377584236,5,,55.85616091960012,0.07424985219968219,0.0021722880001106603,0.49647237957432633
propensity_not_uplift,0.5,random,pct_of_oracle_incremental,41.86354866089466,4.384503783669102,38.27822244396571,45.189177033036955,5,,41.86354866089466,0.05371483699982486,0.00099450820016496,0.4952587508640603
propensity_not_uplift,1.0,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,5,,100.0,1.920799877552781e-06,0.00051489160032356,0.6766088044975123
propensity_not_uplift,1.0,lead_score_gbm,pct_of_oracle_incremental,92.69464636552007,1.7343921647203018,91.15225994786016,93.8255502979903,5,,92.69464636552007,2.045278970399886,0.2456748344000516,0.9908966589780228
propensity_not_uplift,1.0,propensity_ev_gbm,pct_of_oracle_incremental,92.36962860340994,2.135900868199324,90.40136144968122,93.7740608123483,5,,92.36962860340994,2.047883981000086,0.31104316440014373,0.9611611112041011
propensity_not_uplift,1.0,hist_profit_per_agent_hour,pct_of_oracle_incremental,92.31251653666752,2.1035899105661824,90.44028538902481,93.7528753584105,5,,92.31251653666752,0.06678782980015965,0.00124365359988582,0.991113265120914
propensity_not_uplift,1.0,dr_learner,pct_of_oracle_incremental,91.5973916725807,2.2341092972080445,89.59659800113307,93.1513656970261,5,,91.5973916725807,6.56954274999971,0.26867778599989833,0.9497443283355178
propensity_not_uplift,1.0,random,pct_of_oracle_incremental,91.27954253233501,2.4546351127827446,89.38454165282101,93.17454341184903,5,,91.27954253233501,0.05191828700008042,0.00100987079986218,0.9912204424510296
propensity_not_uplift,1.0,t_learner,pct_of_oracle_incremental,78.66010886781903,4.9045785768900165,74.86425080035524,82.45596693528282,5,,78.66010886781903,3.1216684562003136,0.36735591460019346,0.6944047032777059
