scenario,candidate,reference,metric,mean_diff,ci_low,ci_high,relative_pct,n_seeds,verdict
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,abl_propensity_ev_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,69462.42916027288,31386.629480741616,104065.01888020476,14.95883641290032,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,abl_t_learner_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,47849.56198420551,23328.663239884638,73663.67493988822,10.304473638535395,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,abl_t_learner_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,49811.733833962644,24497.425096567506,77444.14724532177,10.727030235955716,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,abl_t_learner_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,85485.91765169046,50641.934803385164,117208.63512449349,18.409518256376536,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,154255.9896584578,119548.93403202888,186520.89158155583,33.21925453667577,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,45540.233696095296,20012.87985702965,78981.46726891336,9.807156390878863,6,better
abl_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,73977.26974725451,45048.196311911975,102933.26672225729,15.931113982047108,6,better
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_propensity_ev_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,-517.2311440274256,-6163.64126898926,4398.775299578415,-0.15868177313656515,6,no meaningful evidence of difference
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_propensity_ev_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,-598.2694795979866,-6164.107822214355,4248.7318328797555,-0.18354359154959318,6,no meaningful evidence of difference
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_propensity_ev_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,-4504.477818824428,-10355.015610396184,2106.2923975555605,-1.3819324988432782,6,no meaningful evidence of difference
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_t_learner_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,8811.131216226553,3705.2531865294827,13572.047888954703,2.703174278801033,6,better
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_t_learner_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,8823.953729123488,3694.4955568630735,13598.901319158418,2.7071081082040904,6,better
abl_propensity_not_uplift|propensity_not_uplift|0.25,abl_t_learner_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,8329.975469947429,2246.0797662540185,14497.472042714682,2.5555601069630542,6,better
abl_propensity_not_uplift|propensity_not_uplift|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,47752.68595749235,39143.98919662284,57048.586580254625,14.650086266589264,6,better
abl_propensity_not_uplift|propensity_not_uplift|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,-311.3475473817962,-5450.958786551525,4031.1001019486525,-0.09551857317711035,6,no meaningful evidence of difference
abl_propensity_not_uplift|propensity_not_uplift|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,9334.24294664376,4676.374088394911,13992.11180489261,2.863660161930178,6,better
abl_sparse|sparse|0.25,abl_propensity_ev_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,21437.60682109254,14927.708879159947,31728.567340238675,10.520602593025213,6,better
abl_sparse|sparse|0.25,abl_propensity_ev_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,21492.604813897025,15009.61299915004,31741.538950438833,10.547593106963587,6,better
abl_sparse|sparse|0.25,abl_propensity_ev_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,15822.512346358184,10062.15587571728,23913.146036439593,7.764969560664133,6,better
abl_sparse|sparse|0.25,abl_t_learner_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,12278.900452592783,4467.241324543303,20929.293128461508,6.025925982276343,6,better
abl_sparse|sparse|0.25,abl_t_learner_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,11970.155872067442,4280.950741269825,20281.508763711845,5.874408181732418,6,better
abl_sparse|sparse|0.25,abl_t_learner_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,8842.88726070436,3658.872810703353,16428.734182061362,4.339686953921596,6,better
abl_sparse|sparse|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,70665.0433667436,59759.97553172467,82334.65730471046,34.679189924732164,6,better
abl_sparse|sparse|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,20733.579562428848,15013.486877932572,29738.88496976734,10.17509802878579,6,better
abl_sparse|sparse|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,12821.025126525748,6438.637580166857,20331.0572797401,6.291976120144831,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_propensity_ev_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,37838.31239068532,25513.610303985974,49807.38114217677,10.859235041298856,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_propensity_ev_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,38160.97681705514,25836.09001693049,50136.142492769715,10.951836656541039,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_propensity_ev_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,30495.093814937838,17971.116871785198,41874.15313126562,8.751801293981314,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_t_learner_no_effort_model,hist_profit_per_agent_hour,net_value_per_1k_leads,32953.21985373782,10277.355897912514,58283.75590231202,9.457260040155127,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_t_learner_no_optimizer,hist_profit_per_agent_hour,net_value_per_1k_leads,33147.68964252154,10432.183237281197,58625.398773627145,9.513071016158221,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,abl_t_learner_no_value_model,hist_profit_per_agent_hour,net_value_per_1k_leads,29067.35656876842,4368.121592133078,53863.37472673753,8.342054311259455,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,141184.020661879,109782.04698320577,179302.04699078723,40.518468387621716,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,37323.86984450447,26285.72661596557,47921.75809797008,10.711594933396018,6,better
abl_value_heterogeneity|value_heterogeneity|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,33878.05366020504,9218.961806142324,61076.81275106272,9.722678528561046,6,better
bayes_hidden_confounding_n5000|hidden_confounding|0.25,abl_bayes_no_hierarchy,hist_profit_per_agent_hour,net_value_per_1k_leads,8100.338833141905,-5901.976517932591,24637.303827336254,3.317624808777548,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,bayes_hierarchical,hist_profit_per_agent_hour,net_value_per_1k_leads,11136.202337705952,-6749.37523989028,33811.249900149014,4.561011818416678,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,bayes_hierarchical_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-33864.34087511667,-37292.184381824205,-28742.253793089076,-13.869688630865507,4,worse
bayes_hidden_confounding_n5000|hidden_confounding|0.25,bayes_hierarchical_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,-12249.455503988444,-26153.96977673855,12894.855242374004,-5.0169626618305205,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,bayes_hierarchical_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,9646.300473250398,-6825.738040558761,31314.939340950208,3.95079840759761,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,bayes_hierarchical_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,11938.475649508597,-4958.266952912803,34033.9233944333,4.889595831688651,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,67273.82648059691,35955.82063337501,101188.4576576094,27.553083927830595,4,better
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,16647.874298061884,-6492.184346627371,49671.21055884157,6.818406232426383,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm_bootstrap,hist_profit_per_agent_hour,net_value_per_1k_leads,16647.874298061884,-6492.184346627371,49671.21055884157,6.818406232426383,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm_bootstrap_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-29723.85709772969,-32029.571870848296,-26371.463724057256,-12.17388651898373,4,worse
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm_bootstrap_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,-5775.330952575881,-22931.376490284747,19257.72120046278,-2.3653802195006226,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm_bootstrap_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,6614.827158957982,-4002.7010106034286,17370.450753842262,2.7092094714045967,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,propensity_ev_gbm_bootstrap_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,18100.27117122658,-2515.834736431352,49907.34029482418,7.4132588673418,4,no meaningful evidence of difference
bayes_hidden_confounding_n5000|hidden_confounding|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,2947.452474837708,-6696.602741365932,14351.12829413364,1.2071768421842088,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,abl_bayes_no_hierarchy,hist_profit_per_agent_hour,net_value_per_1k_leads,12710.500996332848,-792.096973054402,29024.140147278275,4.459363084603551,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,bayes_hierarchical,hist_profit_per_agent_hour,net_value_per_1k_leads,21089.299294269855,14525.298751143637,33097.270317294526,7.398987874683768,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,bayes_hierarchical_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-19119.46626748993,-24336.913383709463,-15044.284171260391,-6.7078899639885385,4,worse
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,bayes_hierarchical_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,8974.872363649833,-156.40306661486102,19515.084372681216,3.148751927169167,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,bayes_hierarchical_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,19381.40212485339,10725.148494875764,33306.45734050199,6.799787765121444,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,bayes_hierarchical_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,21378.800118757747,14240.409969323184,33483.308863114886,7.500556592553824,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,61435.61995365546,47250.538596042694,70803.72256041886,21.554125661931554,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,9096.205220779608,2212.638524396243,13833.66648703198,3.1913204509582846,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm_bootstrap,hist_profit_per_agent_hour,net_value_per_1k_leads,9096.205220779608,2212.638524396243,13833.66648703198,3.1913204509582846,4,better
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm_bootstrap_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-17891.94976814671,-29208.543937385053,-6575.355598908369,-6.2772270212381125,4,worse
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm_bootstrap_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,-6374.902031909405,-16041.644469964624,3291.840406145813,-2.236576103275774,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm_bootstrap_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,3743.1140388020212,-1204.1727868404487,11085.355296945709,1.3132373437452132,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,propensity_ev_gbm_bootstrap_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,5468.729460462586,-155.42336830197019,11092.882289227142,1.9186537401402777,4,no meaningful evidence of difference
bayes_propensity_not_uplift_n5000|propensity_not_uplift|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,12826.686721709746,-1767.9705393704062,27421.3439827899,4.500125784268426,4,no meaningful evidence of difference
bayes_sparse_n5000|sparse|0.25,abl_bayes_no_hierarchy,hist_profit_per_agent_hour,net_value_per_1k_leads,12080.637231603716,-6200.786349041722,30362.060812249154,4.789346835194622,4,no meaningful evidence of difference
bayes_sparse_n5000|sparse|0.25,bayes_hierarchical,hist_profit_per_agent_hour,net_value_per_1k_leads,26444.728250382992,13314.99197582237,37761.03115712739,10.483964804623163,4,better
bayes_sparse_n5000|sparse|0.25,bayes_hierarchical_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-32746.18735728045,-39042.39853963669,-26411.628169252508,-12.98216689877886,4,worse
bayes_sparse_n5000|sparse|0.25,bayes_hierarchical_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,12238.815897446104,3230.5855254127528,21247.046269479455,4.852056481889888,4,better
bayes_sparse_n5000|sparse|0.25,bayes_hierarchical_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,26546.881971715164,4535.052718535604,41428.818512656304,10.524463463144727,4,better
bayes_sparse_n5000|sparse|0.25,bayes_hierarchical_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,25732.336720488594,9908.528014273623,36809.67194365345,10.201538467857297,4,better
bayes_sparse_n5000|sparse|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,86261.83158424095,56067.33612599352,135587.91243008443,34.19834750233878,4,better
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,20478.056209237533,5686.275330570643,36134.786200082475,8.118488438678959,4,better
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm_bootstrap,hist_profit_per_agent_hour,net_value_per_1k_leads,20478.056209237533,5686.275330570643,36134.786200082475,8.118488438678959,4,better
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm_bootstrap_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-22617.599877568802,-31675.787446269347,-14772.08805136307,-8.966706665932417,4,worse
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm_bootstrap_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,1891.818783545532,-2182.102901100894,7326.942519434917,0.7500081436128624,4,no meaningful evidence of difference
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm_bootstrap_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,16871.14296773196,-2875.5014226467465,40825.352786346884,6.6885341914945124,4,no meaningful evidence of difference
bayes_sparse_n5000|sparse|0.25,propensity_ev_gbm_bootstrap_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,15735.261009243804,-1910.7504758377618,38031.82299976595,6.2382158383526605,4,no meaningful evidence of difference
bayes_sparse_n5000|sparse|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,10557.377888042276,-6537.307235759523,37823.005739355474,4.185453416627151,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,abl_bayes_no_hierarchy,hist_profit_per_agent_hour,net_value_per_1k_leads,24.386741826867365,-6264.080527851181,4199.275019942807,0.052337446967022534,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,bayes_hierarchical,hist_profit_per_agent_hour,net_value_per_1k_leads,1585.0994599726123,-3088.0754060847016,5337.624351109452,3.4018508709668587,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,bayes_hierarchical_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-10416.778974177318,-17767.567827827515,-5966.474478152286,-22.355902276685303,4,worse
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,bayes_hierarchical_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,-10248.528664398511,-17768.688312916904,-5629.9738585946725,-21.994812971367285,4,worse
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,bayes_hierarchical_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,1647.340561318977,-5181.008763919668,6041.338711382585,3.535429204801333,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,bayes_hierarchical_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,781.786956807855,-5490.201789958187,5337.691420839251,1.6778269800011683,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,8775.817672165374,6066.394747913935,11485.240596416814,18.834163877652166,4,better
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,3409.247181277635,-1880.4355313588749,8698.929893914144,7.316733609366707,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm_bootstrap,hist_profit_per_agent_hour,net_value_per_1k_leads,3409.247181277635,-1880.4355313588749,8698.929893914144,7.316733609366707,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm_bootstrap_abstain25,hist_profit_per_agent_hour,net_value_per_1k_leads,-4950.584487393842,-6954.458287989126,-3562.4997522113918,-10.624664619169542,4,worse
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm_bootstrap_abstain50,hist_profit_per_agent_hour,net_value_per_1k_leads,-1457.4267021107185,-6042.403313425559,2256.8262592009123,-3.127846814124439,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm_bootstrap_lcb10,hist_profit_per_agent_hour,net_value_per_1k_leads,1989.7298273563179,-4624.994125176045,7318.128965371994,4.270245695685102,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,propensity_ev_gbm_bootstrap_lcb25,hist_profit_per_agent_hour,net_value_per_1k_leads,1965.520465507187,-4848.361773900639,7253.457582268784,4.218288931600759,4,no meaningful evidence of difference
bayes_very_rare_outcome_n5000|very_rare_outcome|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,-2108.5835653498602,-7677.027578730234,3914.4732883923753,-4.525322870538209,4,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-12892.616525899524,-16552.56276467938,-9227.916577043885,-6.267422378823535,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,14873.103680307902,6215.981003011468,23931.15299251708,7.23018656928685,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,7955.297445670556,1748.9768397952696,15059.740190119235,3.8672684587362807,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-42615.04666962261,-50858.15341025917,-35285.69255589311,-20.716236819365673,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,14067.367771179355,6415.045970716328,22601.508087063023,6.838498252322684,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,existing_policy_capped,hist_profit_per_agent_hour,net_value_per_1k_leads,-3754.894660495782,-8149.560691991452,1795.2224078743402,-1.8253479251508506,8,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,existing_policy_replay,hist_profit_per_agent_hour,net_value_per_1k_leads,-11423.706948928824,-17692.222781855722,-5662.534500595247,-5.553348805264576,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,fifo,hist_profit_per_agent_hour,net_value_per_1k_leads,-14755.679021747706,-20830.502819163725,-9374.870574130106,-7.1731035147022775,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,funnel_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,21024.938451780654,13474.100578422,29645.81406658038,10.220746851608054,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,hist_conversion_rate,hist_profit_per_agent_hour,net_value_per_1k_leads,2003.361886118466,-1624.6818025191678,5660.635458463352,0.9738841679435563,8,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,hist_net_profit,hist_profit_per_agent_hour,net_value_per_1k_leads,-337.650767413852,-2527.062634863847,1261.960334248596,-0.1641404575762691,8,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,hist_roas,hist_profit_per_agent_hour,net_value_per_1k_leads,-4830.92043214841,-8574.656478553343,-1487.104822363345,-2.348430884137411,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,last_click_attribution,hist_profit_per_agent_hour,net_value_per_1k_leads,-8476.131038361675,-11767.945254172324,-5874.79987226226,-4.120458655459954,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,lead_score_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,-3409.953252231093,-12203.41517006514,4969.0824107566195,-1.6576633052602283,8,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,lead_score_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,-4438.038013675934,-13883.700009332475,5195.1189162449555,-2.1574409437452364,8,no meaningful evidence of difference
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,lowest_cpl,hist_profit_per_agent_hour,net_value_per_1k_leads,-7489.773644631579,-14292.401187981635,-823.8010090271546,-3.640965730919507,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,oracle,hist_profit_per_agent_hour,net_value_per_1k_leads,65397.47598320533,52170.31295594008,81664.48757846377,31.791343803046896,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,propensity_ev_gbm,hist_profit_per_agent_hour,net_value_per_1k_leads,19784.700348520295,12073.031301386836,28185.814492375357,9.617836183488164,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,propensity_ev_logit,hist_profit_per_agent_hour,net_value_per_1k_leads,23313.06839032488,15739.461647595961,31038.259749123663,11.333063870708074,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,random,hist_profit_per_agent_hour,net_value_per_1k_leads,-13151.982656789693,-16747.632365804453,-9313.10599674626,-6.393506722508496,8,worse
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,s_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,23147.39558543828,14405.085606871118,34632.47966524938,11.252526189096054,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,t_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,15410.79569724073,8819.308363039225,24045.55791763804,7.491572066409937,8,better
lead_agent_time_heterogeneity|agent_time_heterogeneity|0.25,x_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,21096.31211083213,12520.426639486524,31444.615870575544,10.255443367020508,8,better
lead_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,call_everyone,hist_profit_per_agent_hour,net_value_per_1k_leads,-18766.44431255335,-30403.643139078416,-7356.3794976840145,-4.263106416199347,8,worse
lead_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,causal_forest,hist_profit_per_agent_hour,net_value_per_1k_leads,71372.99263091432,46629.487293351005,98721.9277093418,16.213548915319308,8,better
lead_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,class_transformation,hist_profit_per_agent_hour,net_value_per_1k_leads,36347.36747642357,14941.64482854046,59874.21136076703,8.25690220906925,8,better
lead_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,do_nothing,hist_profit_per_agent_hour,net_value_per_1k_leads,-65741.43040542137,-77953.91292526288,-53364.99561749396,-14.934246951831991,8,worse
lead_capacity_value_heterogeneity|capacity_value_heterogeneity|0.25,dr_learner,hist_profit_per_agent_hour,net_value_per_1k_leads,67533.3334141041,44254.960294822886,93549.4667078742,15.341307185848313,8,better
